participant number,block,trial,item nr,value on left,probability on left,value on right,probability on right,chosen,RT,confidence,confidence RT
214,4,5,86,6,90,7,10,1,2213,100,1024
214,4,6,87,9,60,4,75,1,3162,41.25,604
214,4,7,88,4,75,3,90,2,1598,100,905
214,4,8,89,7,10,1,75,2,4818,93.75,2165
214,4,9,90,6,25,3,60,2,4463,83.75,697
214,4,10,91,4,75,9,60,1,5090,75,607
214,4,11,92,9,25,7,40,2,1756,68.75,630
214,4,12,93,3,90,9,60,1,2077,71.25,658
214,4,13,94,1,75,9,60,2,3257,33.75,1103
214,4,14,95,1,40,3,90,2,1551,100,898
214,4,15,96,3,60,4,10,1,3324,61.25,2020
214,4,16,97,4,10,3,60,2,1533,83.75,702
214,4,17,98,6,90,9,25,1,2350,100,955
214,4,18,99,9,60,6,25,1,1432,100,954
214,4,19,100,4,10,9,25,2,1817,86.25,736
214,4,20,101,4,10,1,75,2,3140,77.5,1035
214,4,21,102,4,75,6,90,2,10902,71.25,1447
214,4,22,103,9,60,6,90,2,4844,93.75,800
214,4,23,104,7,10,3,60,2,1956,88.75,3757
214,4,24,105,9,60,7,40,1,1350,70,601
214,4,25,106,6,25,9,60,2,1368,68.75,616
214,4,26,107,3,90,4,75,1,1955,100,915
214,4,27,108,9,25,7,10,1,1608,100,861
215,1,1,1,9,60,4,10,1,3304,100,1818
215,1,2,2,1,75,6,90,2,2432,100,2485
215,1,3,3,4,10,1,75,2,2646,100,1654
215,1,4,4,7,10,1,75,2,2454,27.5,2716
215,1,5,5,1,40,4,10,2,2880,100,1473
215,1,6,6,1,75,4,10,1,2218,100,2233
215,1,7,7,9,60,7,40,1,2467,100,1532
215,1,8,8,3,60,9,25,2,4223,100,1599
215,1,9,9,7,10,1,40,1,5182,100,1561
215,1,10,10,1,75,7,10,2,3140,100,1688
215,1,11,11,7,10,3,90,2,2372,100,1856
215,1,12,12,4,75,7,10,2,2232,100,1580
215,1,13,13,3,90,7,40,2,1572,100,1429
215,1,14,14,3,60,6,25,2,2095,100,1254
215,1,15,15,1,75,6,25,2,1509,100,1506
215,1,16,16,7,40,6,25,2,796,100,1551
215,1,17,17,9,60,1,75,1,1997,100,1401
215,1,18,18,1,40,9,25,2,2051,100,1266
215,1,19,19,4,75,6,25,2,1770,100,1376
215,1,20,20,6,25,4,75,1,1948,100,1282
215,1,21,21,4,75,3,60,1,3925,50,338
215,1,22,22,1,40,9,60,2,2071,100,1284
215,1,23,23,3,90,9,25,2,1765,100,1487
215,1,24,24,3,90,9,60,2,1868,100,1062
215,1,25,25,3,90,4,75,1,3674,100,1461
215,1,26,26,7,40,1,75,1,3471,100,989
215,1,27,27,7,10,9,60,2,3370,100,1394
215,2,1,28,6,90,7,10,1,2826,50,0
215,2,2,29,4,10,3,90,2,2062,100,4251
215,2,3,30,9,60,7,10,1,2370,100,2868
215,2,4,31,4,75,9,60,2,2963,50,404
215,2,5,32,4,75,7,40,2,2903,100,4863
215,2,6,33,3,60,7,40,2,2521,100,1822
215,2,7,34,9,25,3,90,2,4814,100,2495
215,2,8,35,4,10,7,40,2,1964,100,1437
215,2,9,36,3,60,7,10,2,3296,100,1473
215,2,10,37,1,40,3,60,2,1899,100,1297
215,2,11,38,1,40,7,10,2,1786,50,0
215,2,12,39,1,75,3,60,2,1581,100,3632
215,2,13,40,7,40,9,60,2,1787,100,2676
215,2,14,41,4,10,1,40,2,1715,100,1534
215,2,15,42,9,25,4,10,1,2064,100,1669
215,2,16,43,3,60,1,75,1,7462,100,1252
215,2,17,44,6,90,9,60,1,2985,100,1266
215,2,18,45,6,90,4,10,1,1490,100,1272
215,2,19,46,3,90,6,25,1,4854,100,1086
215,2,20,47,1,75,9,25,2,3023,100,1329
215,2,21,48,6,90,7,40,1,3020,100,4636
215,2,22,49,9,25,1,75,1,802,50,299
215,2,23,50,7,40,3,60,1,1298,100,1014
215,2,24,51,3,90,4,10,1,965,97.5,931
215,2,25,52,4,10,9,25,2,2540,100,925
215,2,26,53,7,10,4,75,2,2845,100,1188
215,2,27,54,3,60,4,10,1,2360,50,0
215,3,1,55,9,60,6,25,1,2455,100,1010
215,3,2,56,3,60,6,90,2,2523,100,827
215,3,3,57,6,90,3,60,1,1635,95,728
215,3,4,58,3,60,4,75,2,1556,100,864
215,3,5,59,4,10,6,25,2,1957,98.75,892
215,3,6,60,6,25,7,40,2,1905,91.25,1310
215,3,7,61,9,60,4,75,2,1167,100,812
215,3,8,62,7,10,6,25,2,1056,100,1090
215,3,9,63,3,90,1,40,1,3308,98.75,1261
215,3,10,64,6,25,4,10,1,1968,100,1197
215,3,11,65,1,40,3,90,2,1312,96.25,751
215,3,12,66,6,90,9,25,2,3358,100,1378
215,3,13,67,9,25,6,90,2,1146,100,1199
215,3,14,68,1,75,7,40,1,1243,93.75,3657
215,3,15,69,1,75,3,90,2,1107,98.75,856
215,3,16,70,7,10,6,90,2,1173,100,956
215,3,17,71,9,60,1,40,1,1985,97.5,1314
215,3,18,72,9,25,1,40,1,1466,100,1917
215,3,19,73,6,90,4,75,1,2801,100,1033
215,3,20,74,9,25,3,60,1,1124,96.25,1038
215,3,21,75,1,40,6,25,2,3358,97.5,735
215,3,22,76,7,40,9,25,1,4055,100,816
215,3,23,77,6,25,3,60,1,3245,91.25,755
215,3,24,78,1,40,4,75,2,4297,100,892
215,3,25,79,1,40,6,90,2,5921,100,972
215,3,26,80,1,75,9,60,2,1409,100,820
215,3,27,81,6,25,3,90,2,696,100,949
215,4,1,82,9,25,4,75,1,2525,100,899
215,4,2,83,4,10,6,90,2,1971,96.25,1239
215,4,3,84,7,40,4,75,2,4566,100,1809
215,4,4,85,9,25,7,40,1,2796,97.5,944
215,4,5,86,6,25,1,75,1,1857,100,789
215,4,6,87,4,75,1,40,1,1570,100,719
215,4,7,88,7,10,3,60,1,2989,100,1063
215,4,8,89,3,60,1,40,1,2005,100,842
215,4,9,90,4,75,9,25,1,549,100,2028
215,4,10,91,4,10,9,60,2,2637,100,1030
215,4,11,92,7,40,3,90,2,2262,95,1907
215,4,12,93,7,40,4,10,1,2524,100,1011
215,4,13,94,6,25,7,10,1,2235,100,700
215,4,14,95,7,40,6,90,2,2845,100,1115
215,4,15,96,3,90,1,75,1,1923,100,993
215,4,16,97,6,90,1,75,1,3660,98.75,825
215,4,17,98,4,10,3,60,2,3044,96.25,1142
215,4,18,99,3,90,7,10,1,2328,100,1074
215,4,19,100,9,60,3,90,1,7052,100,1027
215,4,20,101,9,60,6,90,1,3722,100,1017
215,4,21,102,9,25,7,10,1,1558,100,1075
215,4,22,103,4,75,6,90,1,947,100,1210
215,4,23,104,6,25,9,60,1,3364,100,889
215,4,24,105,7,10,9,25,2,3861,100,976
215,4,25,106,6,90,1,40,1,2123,97.5,872
215,4,26,107,6,25,1,40,1,1748,100,1049
215,4,27,108,4,75,3,90,1,1588,96.25,2347
216,1,1,1,9,60,3,90,2,1723,76.25,1281
216,1,2,2,1,75,6,25,2,2186,50,0
216,1,3,3,6,90,7,10,2,2713,78.75,1408
216,1,4,4,9,25,7,10,1,1866,85,2424
216,1,5,5,1,40,4,75,2,1770,80,1518
216,1,6,6,3,60,7,40,2,2501,85,1624
216,1,7,7,1,40,7,10,1,1117,81.25,1226
216,1,8,8,3,60,4,10,1,1245,80,1608
216,1,9,9,9,25,3,60,2,2850,81.25,1223
216,1,10,10,6,25,3,60,2,1533,85,1298
216,1,11,11,7,10,1,75,1,2290,75,2043
216,1,12,12,4,10,1,75,2,957,36.25,2647
216,1,13,13,3,90,1,40,1,2551,31.25,1233
216,1,14,14,4,75,6,25,2,1297,6.25,1856
216,1,15,15,4,75,3,60,1,2249,71.25,1925
216,1,16,16,9,25,1,75,2,1988,50,0
216,1,17,17,1,40,3,90,1,2450,83.75,1710
216,1,18,18,6,25,1,40,1,3213,50,134
216,1,19,19,6,90,7,40,2,1710,85,1288
216,1,20,20,4,10,7,40,2,1820,100,1561
216,1,21,21,4,10,9,60,2,2297,100,1410
216,1,22,22,9,60,4,75,2,1530,72.5,1098
216,1,23,23,9,60,6,25,1,1641,100,2718
216,1,24,24,4,75,6,90,2,1485,100,1962
216,1,25,25,6,90,1,40,1,1263,100,1420
216,1,26,26,9,60,7,40,1,1301,50,0
216,1,27,27,1,40,3,60,2,994,100,1328
216,2,1,28,3,60,7,10,1,1769,90,1150
216,2,2,29,3,60,1,40,1,1134,90,1146
216,2,3,30,3,90,7,40,1,2107,50,0
216,2,4,31,7,40,1,75,2,1554,18.75,2264
216,2,5,32,1,75,3,60,2,1649,87.5,1101
216,2,6,33,6,25,3,90,2,1483,86.25,1136
216,2,7,34,9,25,7,40,2,1762,95,2146
216,2,8,35,6,90,9,60,1,1027,100,2103
216,2,9,36,6,25,4,75,2,1163,90,1055
216,2,10,37,3,90,4,10,1,1790,85,909
216,2,11,38,9,60,4,10,1,3608,100,1244
216,2,12,39,9,25,4,75,2,1728,100,1061
216,2,13,40,9,25,4,10,1,1312,87.5,982
216,2,14,41,3,60,6,25,1,1697,87.5,921
216,2,15,42,4,10,6,25,2,1274,88.75,899
216,2,16,43,6,25,4,10,1,1212,100,1089
216,2,17,44,7,10,9,25,2,1090,98.75,1296
216,2,18,45,7,40,9,60,2,1577,90,976
216,2,19,46,4,10,1,40,2,643,27.5,1714
216,2,20,47,7,10,1,40,1,2198,87.5,887
216,2,21,48,9,60,1,75,1,1787,100,1135
216,2,22,49,4,75,7,40,1,1308,100,1117
216,2,23,50,7,10,6,25,2,1476,97.5,941
216,2,24,51,4,10,6,90,2,1232,100,1218
216,2,25,52,7,10,6,90,2,1209,100,1103
216,2,26,53,7,10,3,60,2,1337,91.25,926
216,2,27,54,9,25,6,90,2,1420,100,1245
216,3,1,55,1,75,9,25,1,2289,81.25,926
216,3,2,56,1,75,9,60,2,1770,100,1149
216,3,3,57,1,75,7,10,1,2062,85,858
216,3,4,58,9,60,7,10,1,1785,88.75,927
216,3,5,59,6,25,1,75,1,1923,88.75,897
216,3,6,60,3,90,9,25,1,2394,85,894
216,3,7,61,3,60,4,75,2,1579,96.25,1073
216,3,8,62,1,40,4,10,2,2377,88.75,876
216,3,9,63,7,10,3,90,2,991,100,1037
216,3,10,64,3,90,7,10,1,2248,50,807
216,3,11,65,4,75,7,10,1,1434,71.25,716
216,3,12,66,6,90,1,75,1,1766,100,1121
216,3,13,67,3,60,9,25,1,1312,90,1140
216,3,14,68,7,10,4,75,2,1361,98.75,1050
216,3,15,69,4,75,9,60,1,1455,42.5,2351
216,3,16,70,7,40,4,10,1,1140,100,1137
216,3,17,71,9,25,1,40,1,1817,85,819
216,3,18,72,7,40,9,25,1,2602,73.75,713
216,3,19,73,4,10,3,60,2,1563,71.25,783
216,3,20,74,3,90,1,75,1,1988,96.25,998
216,3,21,75,6,90,4,10,1,1539,100,1281
216,3,22,76,6,90,9,25,1,1665,98.75,970
216,3,23,77,7,40,3,60,1,1927,96.25,1158
216,3,24,78,7,40,6,90,2,1522,50,0
216,3,25,79,6,90,3,60,1,1507,100,1180
216,3,26,80,4,10,3,90,2,1630,92.5,1191
216,3,27,81,3,60,6,90,2,1407,86.25,1240
216,4,1,82,6,25,7,10,1,1440,70,1243
216,4,2,83,3,90,9,60,2,2040,86.25,1006
216,4,3,84,6,90,4,75,1,1396,100,1188
216,4,4,85,4,10,9,25,2,1270,87.5,1024
216,4,5,86,1,75,3,90,2,1521,100,1199
216,4,6,87,1,40,9,60,2,1021,88.75,921
216,4,7,88,7,10,9,60,2,809,100,1059
216,4,8,89,1,40,9,25,2,1514,90,929
216,4,9,90,3,90,4,75,1,1557,82.5,1093
216,4,10,91,4,75,9,25,1,2453,86.25,853
216,4,11,92,1,75,6,90,2,1247,92.5,962
216,4,12,93,1,40,6,25,2,1726,90,960
216,4,13,94,7,40,3,90,1,1699,85,963
216,4,14,95,1,40,6,90,2,1001,100,1193
216,4,15,96,3,60,1,75,1,1801,62.5,733
216,4,16,97,7,40,6,25,1,1212,86.25,1039
216,4,17,98,6,25,9,60,2,1319,96.25,1062
216,4,18,99,9,25,3,90,2,2188,85,1049
216,4,19,100,7,40,4,75,2,2080,91.25,1022
216,4,20,101,4,75,3,90,2,1412,87.5,956
216,4,21,102,1,75,7,40,2,1822,78.75,999
216,4,22,103,6,25,7,40,2,2869,100,1081
216,4,23,104,3,90,6,25,1,1755,85,1124
216,4,24,105,9,60,6,90,2,1125,86.25,992
216,4,25,106,9,60,1,40,1,1112,100,1589
216,4,26,107,4,75,1,40,1,1334,90,927
216,4,27,108,1,75,4,10,1,1085,67.5,874
217,1,1,1,7,40,1,75,1,2342,22.5,3551
217,1,2,2,6,25,3,90,2,2274,60,2369
217,1,3,3,7,40,9,60,2,1988,100,1886
217,1,4,4,9,60,3,90,1,6796,26.25,1106
217,1,5,5,9,60,4,10,1,2314,100,1325
217,1,6,6,1,40,9,25,2,2670,72.5,1337
217,1,7,7,9,60,6,25,1,2097,100,1995
217,1,8,8,6,90,4,10,1,3305,100,1420
217,1,9,9,3,90,4,75,1,2358,100,1266
217,1,10,10,1,75,7,10,2,6971,28.75,1584
217,1,11,11,1,75,9,60,2,3666,80,1828
217,1,12,12,1,75,3,90,2,2816,100,1877
217,1,13,13,3,90,9,60,2,5126,76.25,1156
217,1,14,14,6,90,1,40,1,2383,100,1859
217,1,15,15,1,75,9,25,2,2752,73.75,1741
217,1,16,16,9,60,1,75,1,2671,77.5,1419
217,1,17,17,1,40,6,25,2,7544,70,1280
217,1,18,18,6,25,1,75,1,2332,78.75,2912
217,1,19,19,4,75,6,25,1,1683,68.75,1789
217,1,20,20,1,40,7,10,2,4958,73.75,1222
217,1,21,21,1,40,3,90,2,1589,100,1224
217,1,22,22,7,10,3,90,2,3766,63.75,2985
217,1,23,23,6,25,1,40,1,1737,71.25,941
217,1,24,24,4,10,9,60,2,1879,100,1158
217,1,25,25,3,60,1,40,1,1261,100,1110
217,1,26,26,6,25,4,75,2,1437,80,1567
217,1,27,27,4,75,3,90,2,2052,100,1720
217,2,1,28,4,75,9,60,2,3524,40,998
217,2,2,29,4,10,1,40,1,3733,60,1427
217,2,3,30,7,10,4,75,2,1400,56.25,1739
217,2,4,31,6,25,7,10,1,2577,100,862
217,2,5,32,6,25,9,60,2,1676,100,1244
217,2,6,33,3,60,7,10,1,4640,30,1875
217,2,7,34,3,90,6,25,2,2335,16.25,1991
217,2,8,35,7,40,3,60,1,2278,65,961
217,2,9,36,9,25,4,10,1,2027,100,1128
217,2,10,37,3,90,1,40,1,2250,100,1039
217,2,11,38,3,60,7,40,2,5917,68.75,1000
217,2,12,39,6,90,7,10,1,1341,100,1113
217,2,13,40,7,10,9,25,2,1178,100,1259
217,2,14,41,6,90,1,75,1,1921,100,1183
217,2,15,42,9,25,7,10,1,1476,100,1027
217,2,16,43,1,40,4,10,1,1464,61.25,2143
217,2,17,44,3,90,7,40,1,1461,76.25,1777
217,2,18,45,3,60,6,90,2,1810,100,1246
217,2,19,46,4,75,7,40,1,7238,93.75,1567
217,2,20,47,4,10,3,60,2,1525,100,1161
217,2,21,48,1,40,3,60,2,1748,97.5,943
217,2,22,49,9,25,1,75,1,3109,23.75,2252
217,2,23,50,3,90,7,10,1,2646,31.25,1411
217,2,24,51,4,75,9,25,2,2873,10,1536
217,2,25,52,7,10,6,25,2,1931,100,1123
217,2,26,53,6,90,4,75,1,2231,100,1075
217,2,27,54,4,10,1,75,2,2034,61.25,838
217,3,1,55,9,25,3,60,1,2060,26.25,1170
217,3,2,56,7,10,1,40,2,1424,61.25,1697
217,3,3,57,9,60,7,40,1,1355,100,1067
217,3,4,58,7,40,4,10,1,1729,100,839
217,3,5,59,9,25,3,90,1,3003,70,1373
217,3,6,60,4,10,7,40,2,1447,100,1108
217,3,7,61,6,25,7,40,2,2073,98.75,2067
217,3,8,62,4,75,6,90,2,1023,100,1146
217,3,9,63,9,60,7,10,1,1402,100,1252
217,3,10,64,3,60,1,75,1,3968,62.5,2899
217,3,11,65,4,75,1,40,1,1440,100,1012
217,3,12,66,9,25,6,90,2,2575,70,1817
217,3,13,67,9,60,1,40,1,1627,100,1194
217,3,14,68,4,10,9,25,2,1457,100,1012
217,3,15,69,4,10,6,90,2,855,100,1882
217,3,16,70,3,90,9,25,2,2177,32.5,877
217,3,17,71,9,25,1,40,1,1581,86.25,2777
217,3,18,72,6,90,7,40,1,1946,100,1024
217,3,19,73,4,75,7,10,1,1451,70,1036
217,3,20,74,7,40,3,90,2,2951,32.5,1139
217,3,21,75,9,60,6,90,2,1775,60,1028
217,3,22,76,1,75,7,40,2,1870,23.75,984
217,3,23,77,1,75,6,90,2,830,100,1067
217,3,24,78,1,40,9,60,2,1405,100,916
217,3,25,79,7,10,1,75,1,2688,15,1513
217,3,26,80,1,75,6,25,1,1862,0,3402
217,3,27,81,3,60,9,25,2,1985,67.5,1136
217,4,1,82,7,40,9,25,2,1452,23.75,1656
217,4,2,83,7,10,6,90,2,1212,100,1090
217,4,3,84,1,75,4,10,1,3624,17.5,1487
217,4,4,85,9,60,4,75,1,1751,82.5,880
217,4,5,86,6,25,3,60,1,2231,63.75,784
217,4,6,87,3,60,4,10,1,1021,100,1008
217,4,7,88,6,25,4,10,1,1618,27.5,1703
217,4,8,89,6,90,9,60,1,2471,75,920
217,4,9,90,3,60,4,75,2,1286,100,1028
217,4,10,91,3,60,6,25,2,2514,65,818
217,4,11,92,4,10,3,90,2,777,100,1073
217,4,12,93,7,10,9,60,2,859,100,1043
217,4,13,94,9,25,7,40,2,1495,100,2011
217,4,14,95,3,90,4,10,1,1384,100,902
217,4,15,96,1,75,3,60,2,2119,31.25,1855
217,4,16,97,7,10,3,60,2,1027,35,858
217,4,17,98,7,40,6,90,2,1074,100,894
217,4,18,99,1,40,4,75,2,1637,100,1868
217,4,19,100,6,90,9,25,1,2375,83.75,965
217,4,20,101,6,90,3,60,1,1631,100,906
217,4,21,102,4,75,3,60,1,1154,100,747
217,4,22,103,7,40,6,25,1,1344,100,1076
217,4,23,104,1,40,6,90,2,599,97.5,752
217,4,24,105,4,10,6,25,2,1637,100,1166
217,4,25,106,7,40,4,75,2,1109,70,1193
217,4,26,107,9,25,4,75,1,1880,75,940
217,4,27,108,3,90,1,75,1,1345,100,841
218,1,1,1,4,75,7,40,1,3747,67.5,500
218,1,2,2,6,90,1,40,1,1612,92.5,746
218,1,3,3,1,40,3,60,2,1052,66.25,1200
218,1,4,4,7,10,4,75,2,1782,80,861
218,1,5,5,9,60,6,25,1,2002,60,563
218,1,6,6,1,75,7,10,2,2524,6.25,946
218,1,7,7,9,25,7,10,2,2177,0,1462
218,1,8,8,1,75,6,90,2,2361,61.25,1227
218,1,9,9,7,10,1,75,1,7749,3.75,1103
218,1,10,10,7,10,3,90,2,2996,73.75,863
218,1,11,11,4,10,9,60,2,3270,60,1105
218,1,12,12,3,90,4,75,2,3923,61.25,491
218,1,13,13,9,60,7,40,1,2552,58.75,669
218,1,14,14,3,90,1,75,1,2058,91.25,968
218,1,15,15,6,90,4,10,1,1310,90,1012
218,1,16,16,3,60,6,25,2,3569,15,674
218,1,17,17,6,90,4,75,1,1985,92.5,869
218,1,18,18,1,75,9,60,2,1742,52.5,846
218,1,19,19,4,75,3,90,1,3097,68.75,781
218,1,20,20,6,25,3,90,1,4109,12.5,977
218,1,21,21,1,40,7,10,2,3186,10,1106
218,1,22,22,1,40,6,25,2,1991,65,1121
218,1,23,23,9,25,1,40,1,1954,12.5,967
218,1,24,24,9,25,6,90,2,2589,80,868
218,1,25,25,7,10,9,25,2,3075,35,653
218,1,26,26,3,60,9,25,2,1971,16.25,1801
218,1,27,27,6,90,9,60,2,2267,56.25,706
218,2,1,28,3,90,7,10,2,3353,3.75,979
218,2,2,29,3,90,7,40,2,2227,31.25,665
218,2,3,30,4,75,9,60,2,5806,60,1366
218,2,4,31,1,75,7,40,2,2737,26.25,855
218,2,5,32,9,60,4,75,1,3776,56.25,1558
218,2,6,33,4,10,1,40,1,2124,33.75,1782
218,2,7,34,9,60,4,10,1,4031,62.5,1434
218,2,8,35,4,10,6,90,2,6412,88.75,690
218,2,9,36,1,40,4,10,2,2195,7.5,898
218,2,10,37,7,10,9,60,2,2212,68.75,645
218,2,11,38,7,40,1,75,1,1919,27.5,1138
218,2,12,39,3,90,4,10,1,4402,21.25,1931
218,2,13,40,9,60,1,75,1,4889,61.25,1945
218,2,14,41,9,25,7,40,2,2504,35,733
218,2,15,42,7,40,4,75,2,2583,65,825
218,2,16,43,3,60,7,10,2,2750,10,1127
218,2,17,44,1,75,9,25,2,2014,36.25,1078
218,2,18,45,3,60,6,90,2,4538,73.75,1204
218,2,19,46,3,90,9,25,2,2883,11.25,1045
218,2,20,47,7,40,3,90,1,3631,41.25,847
218,2,21,48,9,25,4,10,1,3336,38.75,994
218,2,22,49,1,75,6,25,2,4978,28.75,2423
218,2,23,50,4,10,1,75,2,4876,60,1389
218,2,24,51,9,60,1,40,1,1754,72.5,486
218,2,25,52,9,25,1,75,1,1838,25,633
218,2,26,53,6,90,1,75,1,1406,78.75,802
218,2,27,54,1,40,9,60,2,1076,73.75,760
218,3,1,55,6,25,3,60,1,2569,21.25,812
218,3,2,56,7,10,1,40,1,2944,0,1106
218,3,3,57,7,40,6,25,1,1472,56.25,1616
218,3,4,58,7,40,3,60,1,1334,41.25,537
218,3,5,59,7,10,3,60,1,1887,0,1039
218,3,6,60,3,60,1,75,1,2020,58.75,616
218,3,7,61,9,60,7,10,1,1726,87.5,866
218,3,8,62,6,90,7,40,1,2611,87.5,862
218,3,9,63,3,90,9,60,2,1817,53.75,542
218,3,10,64,6,25,7,40,2,1182,78.75,897
218,3,11,65,3,90,6,25,1,2635,22.5,661
218,3,12,66,6,90,9,25,1,6349,66.25,1872
218,3,13,67,3,90,1,40,1,1284,93.75,768
218,3,14,68,4,10,7,40,2,1253,40,1036
218,3,15,69,1,75,3,90,2,1318,91.25,917
218,3,16,70,6,25,4,75,2,1935,35,586
218,3,17,71,6,25,7,10,2,2507,20,886
218,3,18,72,4,75,6,25,2,3809,16.25,835
218,3,19,73,7,10,6,25,1,2176,0,997
218,3,20,74,6,25,4,10,1,2078,7.5,1063
218,3,21,75,6,90,7,10,1,1372,70,746
218,3,22,76,4,75,6,90,2,1800,72.5,2625
218,3,23,77,9,25,3,60,1,3235,16.25,892
218,3,24,78,6,25,1,75,1,1368,12.5,1220
218,3,25,79,3,60,4,10,2,1821,2.5,1030
218,3,26,80,3,60,4,75,2,1424,70,949
218,3,27,81,1,75,3,60,2,1826,57.5,413
218,4,1,82,9,25,4,75,1,1498,22.5,1033
218,4,2,83,4,75,1,40,1,1531,81.25,740
218,4,3,84,6,90,3,60,1,913,92.5,806
218,4,4,85,9,60,3,90,1,1626,75,807
218,4,5,86,3,60,7,40,1,1164,61.25,921
218,4,6,87,9,25,3,90,1,2247,20,1225
218,4,7,88,7,10,6,90,2,3042,83.75,974
218,4,8,89,1,40,9,25,2,1669,23.75,869
218,4,9,90,7,40,6,90,2,1630,20,1579
218,4,10,91,4,10,9,25,2,1228,16.25,1543
218,4,11,92,7,40,9,60,2,1870,65,535
218,4,12,93,6,25,1,40,1,1769,28.75,1886
218,4,13,94,9,60,6,90,1,2032,58.75,516
218,4,14,95,1,40,4,75,2,2002,71.25,740
218,4,15,96,4,75,9,25,2,2226,18.75,1115
218,4,16,97,4,75,7,10,2,1850,6.25,957
218,4,17,98,3,60,1,40,1,2199,63.75,507
218,4,18,99,4,10,6,25,2,1640,28.75,1013
218,4,19,100,4,10,3,60,2,1433,62.5,949
218,4,20,101,1,40,6,90,2,1457,87.5,932
218,4,21,102,6,25,9,60,2,3745,72.5,699
218,4,22,103,7,40,4,10,1,1434,41.25,705
218,4,23,104,1,75,4,10,1,1521,56.25,897
218,4,24,105,4,75,3,60,1,1845,85,878
218,4,25,106,4,10,3,90,2,5529,65,558
218,4,26,107,1,40,3,90,2,1064,92.5,722
218,4,27,108,7,40,9,25,2,1886,58.75,498
219,1,1,1,4,10,6,25,2,1942,100,1388
219,1,2,2,4,10,7,40,2,1438,100,1065
219,1,3,3,7,10,9,25,2,2538,100,1268
219,1,4,4,1,75,4,10,1,2366,100,1288
219,1,5,5,7,10,3,90,2,2258,100,1215
219,1,6,6,7,10,3,60,2,1876,100,1228
219,1,7,7,1,40,7,10,2,4951,50,394
219,1,8,8,7,40,9,25,1,4369,87.5,1109
219,1,9,9,1,75,6,90,2,1462,100,1141
219,1,10,10,3,90,9,25,1,2031,100,1191
219,1,11,11,1,40,4,75,2,1300,100,1203
219,1,12,12,9,60,4,75,1,3770,75,875
219,1,13,13,6,90,9,60,1,2120,100,1335
219,1,14,14,3,90,9,60,1,5540,76.25,808
219,1,15,15,9,25,1,40,1,1739,91.25,1315
219,1,16,16,4,75,3,90,2,2264,100,1694
219,1,17,17,7,40,6,90,2,1476,100,1612
219,1,18,18,9,60,3,90,2,2519,86.25,1035
219,1,19,19,7,10,6,90,2,1431,100,1155
219,1,20,20,4,75,7,10,1,3127,100,1683
219,1,21,21,1,75,7,10,1,1521,100,1316
219,1,22,22,9,25,3,90,2,1702,100,1301
219,1,23,23,9,25,1,75,2,2768,82.5,1126
219,1,24,24,3,60,1,40,1,2150,100,1205
219,1,25,25,6,90,3,60,1,2013,100,1258
219,1,26,26,6,25,1,75,2,1905,100,1284
219,1,27,27,1,75,9,60,2,2106,100,1101
219,2,1,28,7,40,4,75,2,2500,100,2414
219,2,2,29,9,60,1,40,1,1573,100,1331
219,2,3,30,6,90,4,75,1,1576,100,1980
219,2,4,31,9,25,4,10,1,1319,100,948
219,2,5,32,9,25,4,75,2,2246,100,1710
219,2,6,33,4,75,1,40,1,1973,100,1301
219,2,7,34,4,75,6,25,1,1520,100,1660
219,2,8,35,6,90,7,10,1,1958,100,1263
219,2,9,36,1,40,3,60,2,2228,100,1713
219,2,10,37,9,25,7,10,1,1618,100,1102
219,2,11,38,1,75,3,60,1,3093,81.25,2101
219,2,12,39,7,40,6,25,1,2335,100,1172
219,2,13,40,3,60,4,10,1,1423,100,1213
219,2,14,41,7,10,4,75,2,1926,100,1178
219,2,15,42,6,25,7,40,2,1672,100,1200
219,2,16,43,6,90,9,25,1,1253,100,1166
219,2,17,44,1,40,6,25,2,1293,100,1742
219,2,18,45,6,25,3,90,2,1749,100,1431
219,2,19,46,7,40,9,60,2,1317,100,1399
219,2,20,47,6,25,3,60,2,1616,100,1157
219,2,21,48,3,90,7,40,1,1717,100,1320
219,2,22,49,3,90,1,40,1,1035,100,1402
219,2,23,50,6,25,4,75,2,1762,100,1475
219,2,24,51,1,75,6,25,2,5199,60,3238
219,2,25,52,3,90,7,10,1,1406,100,1499
219,2,26,53,4,10,3,90,2,991,100,1260
219,2,27,54,9,60,6,90,2,1239,100,1381
219,3,1,55,6,25,1,40,1,2037,80,1085
219,3,2,56,1,75,7,40,1,3205,78.75,1488
219,3,3,57,4,75,9,25,1,2028,100,1227
219,3,4,58,6,25,9,60,2,1536,100,1185
219,3,5,59,7,10,1,75,2,2234,100,1221
219,3,6,60,6,90,1,40,1,1318,100,1403
219,3,7,61,4,10,1,75,2,1704,100,1334
219,3,8,62,1,40,3,90,2,1150,100,1287
219,3,9,63,6,90,4,10,1,1493,100,1277
219,3,10,64,4,75,3,60,1,2006,100,1132
219,3,11,65,7,40,4,10,1,1199,100,1354
219,3,12,66,4,75,6,90,2,1777,100,1311
219,3,13,67,4,75,9,60,2,3044,85,1146
219,3,14,68,3,60,6,25,1,2249,100,1008
219,3,15,69,3,60,6,90,2,999,100,1281
219,3,16,70,9,25,7,40,2,1436,100,1426
219,3,17,71,9,60,4,10,1,1355,100,1652
219,3,18,72,3,60,9,25,1,7330,86.25,1244
219,3,19,73,4,10,6,90,2,1022,100,1564
